0,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3782099/index.html,2019年2月份金融数据解读,2019-03-11,China
0,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3782070/index.html,人民银行相关部门负责人就2月份主要金融数据答《金融时报》记者问,2019-03-11,China
0,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3782042/index.html,中国人民银行行长易纲等就“金融改革与发展”答记者问,2019-03-10,China
0,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3781965/index.html,2019年2月金融统计数据报告,2019-03-10,China
0,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3781968/index.html,2019年2月社会融资规模存量统计数据报告,2019-03-10,China
0,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3781971/index.html,2019年2月社会融资规模增量统计数据报告,2019-03-10,China
0,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3781959/index.html,中国人民银行金融科技（FinTech）委员会召开2019年第一次会议,2019-03-08,China
0,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3776718/index.html,2018年中国货币政策大事记,2019-03-01,China
0,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3776043/index.html,人民银行召开2019年金融消费权益保护工作会议,2019-03-01,China
0,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3775715/index.html,中国人民银行行长易纲会见罗马尼亚央行行长伊瑟雷斯库,2019-03-01,China
0,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3774324/index.html,强化底线思维和风险意识 坚决打好防范化解重大金融风险攻坚战,2019-02-27,China
0,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3774420/index.html,《商业银行担保物基本信息描述规范》金融行业标准发布会在京召开,2019-02-27,China
0,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3773037/index.html,砥砺奋进 开拓创新 全面做好2019年金融市场和信贷政策工作,2019-02-26,China
0,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3770193/index.html,中国代表团出席在法国巴黎召开的金融行动特别工作组第三十届第二次全会,2019-02-23,China
0,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3769373/index.html,凝心聚力 攻坚克难 推动货币金银工作迈上新征程,2019-02-22,China
0,https://www.federalreserve.gov/newsevents/pressreleases/orders20190306a.htm,Federal Reserve Board announces approval of proposals by Fifth Third Bancorp and Fifth Third Bank,3/6/2019 5:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20190306c.htm,Federal Reserve Board votes to affirm the Countercyclical Capital Buffer (CCyB) at the current level of 0 percent ,3/6/2019 4:45:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20190306b.htm,"Federal Reserve Board announces it will limit the use of the &quot;qualitative objection&quot; in its Comprehensive Capital Analysis and Review (CCAR) exercise, effective for the 2019 cycle",3/6/2019 4:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20190306a.htm,Federal Reserve Board issues advance notice of proposed rulemaking seeking public comment on whether to amend Regulation D to lower certain interest rates paid on balances at Federal Reserve Banks,3/6/2019 12:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20190305a.htm,"Federal Reserve Board announces termination of enforcement action with Cogent Bancorporation, Inc.",3/5/2019 11:00:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20190228a.htm,Federal Reserve Board issues enforcement actions with Wintrust Financial Corporation and former employee of OakStar Bank and announces termination of enforcement action with FCB Financial Corporation ,2/28/2019 11:00:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/orders20190227a.htm,The Federal Reserve Board announces approval of application by WSFS Financial Corporation,2/27/2019 3:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20190226a.htm,"Minutes of the Board's discount rate meetings on January 22 and January 30, 2019",2/26/2019 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20190221a.htm,Federal Reserve Board permanently bars former employee of J.P. Morgan Chase &amp; Co. from the banking industry,2/21/2019 5:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20190220a.htm,"Minutes of the Federal Open Market Committee, January 29-30, 2019",2/20/2019 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20190215b.htm,Agencies extend comment period on proposed standardized approach for calculating the exposure amount of derivative contracts,2/15/2019 3:30:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20190215a.htm,"Federal Reserve Board extends comment period for proposed role that would modify company-run stress testing requirements to conform with the Economic Growth, Regulatory Relief, and Consumer Protection Act until March 21",2/15/2019 3:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20190213a.htm,Federal Reserve Board identifies error in historical dataset used in its 2019 stress tests and issues correction,2/13/2019 5:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/other20190213a.htm,Federal Reserve Board begins 2019 Survey of Consumer Finances,2/13/2019 12:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20190212a.htm,Interagency final rule implements flood insurance reform provisions,2/12/2019 10:00:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20190207a.htm,Federal Reserve Board issues enforcement action with former employee of SunTrust Bank,2/7/2019 11:00:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/orders20190206a.htm,Federal Reserve Board announces approval of applications by Regions Bank,2/6/2019 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20190205b.htm,Federal Reserve Board releases scenarios for 2019 Comprehensive Capital Analysis and Review (CCAR) and Dodd-Frank Act stress test exercises,2/5/2019 4:30:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20190205a.htm,Federal Reserve Board finalizes set of changes that will increase the transparency of its stress testing program for nation's largest and most complex banks,2/5/2019 4:30:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20190205a.htm,Federal Reserve Board issues enforcement action with former chairman of Mariner's Bancorp,2/5/2019 11:00:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/other20190204a.htm,Statement on Chair Powell's and Vice Chair Clarida's meeting with the President and Treasury Secretary,2/4/2019 8:20:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20190131a.htm,Federal Reserve Board issues enforcement action with former Frost Bank employee,1/31/2019 5:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20190130c.htm,Statement Regarding Monetary Policy Implementation and Balance Sheet Normalization,1/30/2019 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20190130b.htm,Federal Open Market Committee reaffirms its &quot;Statement on Longer-Run Goals and Monetary Policy Strategy&quot;,1/30/2019 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20190130a.htm,Federal Reserve issues FOMC statement,1/30/2019 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/other20190128a.htm,Federal Reserve Board will host public research conference on its stress testing framework in July,1/28/2019 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/other20190125a.htm,Federal Reserve Board appoints Stacey M. Tevlin as director of the Division of Research and Statistics,1/25/2019 11:15:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20190125a.htm,"Shared National Credit review finds some improvement in credit quality, risk remains elevated in leveraged loans",1/25/2019 11:00:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/orders20190123a.htm,Federal Reserve Board announces approval of proposals by Equity Bank,1/23/2019 5:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20190122a.htm,Federal Reserve Board issues enforcement action with former employee of CFG Community Bank,1/22/2019 11:00:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/other20190118a.htm,Federal Reserve Board’s Industrial Production and Capacity Utilization statistical release marks the 100th anniversary of Board data on industrial production,1/18/2019 9:15:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/other20190116b.htm,Federal Reserve Board launches article series on financial conditions and concerns of consumers and communities,1/16/2019 11:00:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/other20190116a.htm,Federal Reserve Board launches interactive mobile application to teach students about security and design features of Federal Reserve notes,1/16/2019 12:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20190115a.htm,"Minutes of the Board's discount rate meetings from December 10 and December 19, 2018",1/15/2019 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/orders20190111b.htm,Federal Reserve Board announces approval of application by First Busey Corporation,1/11/2019 2:30:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20190111a.htm,Regulators encourage institutions to work with borrowers affected by government shutdown,1/11/2019 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/other20190110a.htm,Federal Reserve Board announces Reserve Bank income and expense data and transfers to the Treasury for 2018,1/10/2019 12:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20190110a.htm,"Federal Reserve Board announces termination of enforcement action with A.E. Bancorp, Inc.",1/10/2019 11:00:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/other20190109a.htm,Federal Reserve Board announces appointment of the chairs and deputy chairs of the Federal Reserve Banks for 2019,1/9/2019 4:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20190109a.htm,"Minutes of the Federal Open Market Committee, December 18-19, 2018",1/9/2019 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20190108a.htm,"Federal Reserve Board invites public comment on proposal that would modify company-run stress testing requirements to conform with Economic Growth, Regulatory Relief, and Consumer Protection Act",1/8/2019 4:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20190108a.htm,Federal Reserve Board issues enforcement action with Commercial State Bank,1/8/2019 11:00:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20181228a.htm,Agencies issue statement on financial institutions issuing loans when National Flood Insurance Program is unavailable,12/28/2018 5:15:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20181221d.htm,Agencies invite comment on a proposal to exclude community banks from the Volcker rule,12/21/2018 5:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20181221c.htm,Agencies issue final rules expanding examination cycles for qualifying small banks and U.S. branches and agencies of foreign banks,12/21/2018 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20181221b.htm,Federal Reserve Board will maintain current modeling framework for loan allowances in its supervisory stress test through 2021,12/21/2018 1:30:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20181221a.htm,Agencies allow three-year regulatory capital phase-in for new Current Expected Credit Losses (CECL) accounting standard,12/21/2018 1:30:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20181220a.htm,"Federal Reserve Board approves actions by the Boards of Directors of the Federal Reserve Banks of New York, Philadelphia, St. Louis, Minneapolis, and Dallas",12/20/2018 4:45:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20181220c.htm,Federal Reserve and FDIC announce resolution plan determinations for four foreign-based banks and finalize guidance for eight domestic banks,12/20/2018 4:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20181220b.htm,Agencies propose update to management interlock rules,12/20/2018 1:30:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20181220a.htm,Agencies release annual CRA asset-size threshold adjustments for small and intermediate small institutions,12/20/2018 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/other20181220a.htm,Federal Reserve Payments Study Supplement shows accelerated electronic payments growth,12/20/2018 12:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20181220a.htm,Federal Reserve Board issues enforcement action with former employee of First Community Bank,12/20/2018 11:00:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20181219c.htm,Federal Reserve Board approves action by the Board of Directors of the Federal Reserve Bank of Kansas City,12/19/2018 5:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20181219b.htm,Federal Reserve Board and Federal Open Market Committee release economic projections from the December 18-19 FOMC meeting,12/19/2018 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20181219a.htm,Federal Reserve issues FOMC statement,12/19/2018 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20181213a.htm,Federal Reserve Board approves the initiation of an action to prohibit president and CEO and executive vice president of Farmers State Bank from participating in the banking industry,12/13/2018 11:00:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/orders20181207b.htm,Federal Reserve Board announces approval of proposals by Synovus Financial Corp. and Synovus Bank,12/7/2018 3:30:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/orders20181207a.htm,Federal Reserve Board announces approval of application by Cadence Bancorporation,12/7/2018 3:30:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20181204a.htm,Agencies seek public comment on proposal to raise appraisal exemption threshold for residential real estate transactions,12/4/2018 1:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20181204a.htm,"Minutes of the Board's discount rate meeting on November 8, 2018",12/4/2018 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/other20181203a.htm,"Federal Reserve Board offices in Washington, D.C. will be closed on Wednesday, December 5, 2018, in observance of the national day of mourning for former President George H.W. Bush",12/3/2018 1:40:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20181203a.htm,Federal Reserve Board issues joint statement encouraging depository institutions to explore innovative approaches to meet BSA/anti-money laundering compliance obligations and to further strengthen the financial system against illicit financial activity,12/3/2018 11:00:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/other20181130a.htm,Federal Reserve Board announces plans to present Janet L. Yellen Award for Excellence in Community Development,11/30/2018 12:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/other20181129b.htm,Federal Reserve announces College Fed Challenge winners,11/29/2018 3:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/other20181129a.htm,Federal Reserve Board releases results of survey of senior financial officers at banks regarding their reserve balance management strategies and practices,11/29/2018 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/monetary20181129a.htm,"Minutes of the Federal Open Market Committee, November 7-8, 2018",11/29/2018 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20181128a.htm,Federal Reserve Board issues enforcement action with MyBank,11/28/2018 2:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/other20181126a.htm,Michelle W. Bowman sworn in as member of the Board of Governors of the Federal Reserve System,11/26/2018 3:15:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20181121c.htm,Agencies propose community bank leverage ratio for qualifying community banking organizations,11/21/2018 12:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20181121b.htm,Agencies announce dollar thresholds in Regulations Z and M for exempt consumer credit and lease transactions,11/21/2018 11:00:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20181121a.htm,Agencies announce threshold for smaller loan exemption from appraisal requirements for higher-priced mortgage loans,11/21/2018 10:00:00 AM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20181120a.htm,Agencies propose amendments to Regulation CC regarding funds availability,11/20/2018 12:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/enforcement20181119a.htm,Federal Reserve Board fines Soci&eacute;t&eacute; G&eacute;n&eacute;rale S.A. $81.3 million for firm's unsafe and unsound practices primarily related to violations of U.S. sanctions against Cuba,11/19/2018 12:30:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/other20181116a.htm,Federal Reserve Board approves fee schedule for Federal Reserve Bank priced services,11/16/2018 3:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20181115a.htm,Federal Reserve Board approves final amendments to simplify Regulation J and to make it conform more closely with Regulation CC,11/15/2018 4:00:00 PM,American
0,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20181115b.htm,Federal and state financial regulatory agencies issue interagency statement on supervisory practices regarding financial institutions and their customers affected by California wildfires,11/15/2018 4:15:00 PM,American
