0,农村经济,NCJJ
0,投资研究,TZYJ
0,China & World Economy,SJJY
0,中国市场监管研究,GOGY
0,湖南财政经济学院学报,HNCJ
0,交通企业管理,JTQG
0,国际贸易,GJMY
0,技术经济与管理研究,JXJG
0,发展改革理论与实践,GDJG
0,中国科学基金,ZKJJ
0,财政监督,CZJD
0,改革,REFO
0,中国乳业,LMKF
0,当代财经,DDCJ
0,国际税收,SWSW
0,铁道运输与经济,TDYS
0,中国房地产,GFCD
0,南京财经大学学报,NJJJ
0,产业经济研究,CYJJ
0,决策与信息,JCYX
0,价格月刊,JGYK
0,上海节能,SHJL
0,经济师,JJSS
0,财务与金融,SYCH
0,宏观经济管理,HGJG
0,改革与战略,GGZY
0,经济研究,JJYJ
0,中国管理科学,ZGGK
0,农业技术经济,NYJS
0,当代石油石化,SYGD
0,林业经济问题,LYJW
0,管理工程学报,GLGU
0,中国国情国力,ZGQG
0,中国农村经济,ZNJJ
0,科学管理研究,KXGY
0,世界经济文汇,SZWH
0,河北经贸大学学报,HBJM
0,世界经济与政治,SJJZ
0,中国药物经济学,ZYWA
0,城市问题,CSWT
0,投资北京,SDJA
0,市场研究,YJSC
0,北京经济管理职业学院学报,BJGK
0,中国人造板,CWBP
0,质量与可靠性,ZNYZ
0,区域金融研究,GXJR
0,农业经济问题,NJWT
0,经济导刊,JJDK
0,管理学报,GLXB
0,长春金融高等专科学校学报,CCJR
0,经济与管理研究,JJYG
0,国际商务(对外经济贸易大学学报),DWMY
0,中国经济问题,ZJJW
0,检验检疫学刊,XDSJ
0,商学研究,HSXY
0,中国软科学,ZGRK
0,中国储运,CUYN
0,吉林工商学院学报,JCGZ
0,上海农村经济,SHNC
0,山东国土资源,SDDI
0,农业展望,NYZW
0,金融研究,JRYJ
0,特区实践与理论,TQNN
0,国际工程与劳务,GJGL
0,农产品质量与安全,NYZL
0,陕西行政学院学报,SXSX
0,中国财政,ZGCE
0,领导科学,LDKI
0,中国国土资源经济,ZDKJ
0,证券市场导报,ZQDB
0,经济界,JJSW
0,政治经济学评论,ZZJP
0,印度洋经济体研究,YDYY
0,特区经济,TAJJ
0,新疆财经,XJCJ
0,现代金融,LCJR
0,哈尔滨商业大学学报(社会科学版),HLJC
0,世界农业,SJNY
0,全球化,QUQH
0,湖北经济学院学报,HBSG
0,海南金融,HNJR
0,国际贸易问题,GJMW
0,财经研究,CJYJ
0,中国能源,ZGLN
0,西南金融,SCJR
0,浙江经济,ZHEJ
0,当代经济科学,DJKX
0,林业经济,LYJJ
0,茶业通报,CYTB
0,天津经济,TIAN
0,国际石油经济,GJJJ
0,发展研究,FZYJ
0,公共管理学报,GGGL
0,科学经济社会,KJSH
0,开发研究,KFYJ
0,水利经济,SLJJ
0,山东工商学院学报,BXYX
0,港口经济,GKJJ
0,财会月刊,CKYK
0,上海财经大学学报,SCJB
0,东北财经大学学报,DBCD
0,国际经济评论,GJPP
0,经济学(季刊),JJXU
0,现代日本经济,XDRJ
0,河南工程学院学报(社会科学版),MGXY
0,中国物价,ZGWJ
0,国土与自然资源研究,GTZY
0,当代经济研究,DDJJ
0,物流工程与管理,SPCY
0,福建行政学院学报,FZFZ
0,资源开发与市场,ZTKB
0,调研世界,DYSJ
0,工业工程与管理,GYGC
0,综合运输,YSZH
0,中国医疗保险,YLBX
0,金融市场研究,JRSY
0,管理学刊,XXXY
0,贵州财经大学学报,GZCB
0,工业工程,GDJX
0,金融监管研究,JRJG
0,武汉商学院学报,WHJG
0,经济论坛,JJLT
0,新疆社会科学,XJSH
0,软科学,XUXI
0,中国流通经济,ZGLT
0,地方财政研究,DFCZ
0,西安财经学院学报,SXGY
0,当代经济,DAJJ
0,上海对外经贸大学学报,SJMY
0,工程管理学报,JCGL
0,上海经济研究,HSYJ
0,中国人力资源开发,ZRZK
0,经济管理,JJGU
0,中国铁路,TLZG
0,科学学研究,KXYJ
0,金融评论,JRPL
0,甘肃金融,GSJR
0,经营与管理,JYGU
0,广东茶业,GDZC
0,管理科学学报,JCYJ
0,经济地理,JJDL
0,开发性金融研究,KFJR
0,中国渔业经济,ZYJJ
0,科技管理研究,KJGL
0,旅游研究,KMDX
0,山东行政学院学报,SDXB
0,交通与港航,CSGS
0,税务研究,SWXH
0,保险职业学院学报,ZBXG
0,国际商务研究,GJSJ
0,上海保险,SHBX
0,现代财经(天津财经大学学报),XCXB
0,上海经济,SJIN
0,清华金融评论,JRQH
0,建筑经济,JZJJ
0,上海立信会计金融学院学报,JRSH
0,新材料产业,XCLY
0,中国工业和信息化,GYPL
0,工程经济,GCZZ
0,科研管理,KYGL
0,中国海事,HSZG
0,标准科学,SJBZ
0,电器工业,DQGY
0,生产力研究,SCLY
0,管理评论,ZWGD
0,企业研究,QYYJ
0,铁道货运,TDHY
0,物流技术与应用,WLJY
0,产业经济评论,XDCH
0,山东财经大学学报,SDCY
0,国际金融研究,GJJR
0,企业管理,QIGL
0,盐业史研究,YYSY
0,中国林业经济,YQYL
0,经济评论,JJPL
0,郑州航空工业管理学院学报,ZZHK
0,城市,CSHI
0,电子商务,DZKJ
0,科学学与科学技术管理,KXXG
0,金融理论与教学,JRJX
0,广东财经大学学报,SONG
0,世界电信,SIDX
0,中南财经政法大学学报,ZLCJ
0,北京劳动保障职业学院学报,BJGG
0,南开经济研究,NKJJ
0,南方农村,NFNC
0,西部经济管理论坛,SCJJ
0,中国保险,ZGBX
0,浙江金融,ZJJR
0,金融发展评论,JRFP
0,农业科研经济管理,NYKL
0,新会计,XKJI
0,金融会计,JRKJ
0,青海金融,QHJR
0,金融理论探索,JRJY
0,绿色财会,LCWJ
0,西部论坛,CQSY
0,新疆财经大学学报,XJCY
0,铁道经济研究,TDJY
0,国土资源情报,GTZQ
0,科技与经济,KJYZ
0,中国安防,ZGAF
0,审计研究,SJYZ
0,经济学动态,JJXD
0,当代农村财经,NCCZ
0,国际商务财会,CWJC
0,国土资源科技管理,DZKG
0,经济科学,JJKX
0,中国外汇,ZGWG
0,中国石油和化工经济分析,SYFX
0,数理统计与管理,SLTJ
0,战略决策研究,ZLJC
0,劳动经济研究,LDJJ
0,旅游科学,LUYX
0,商业经济,JJSY
0,财会通讯,CKTX
0,中国经济周刊,JJZK
0,兰州财经大学学报,SXGZ
0,农业经济与管理,NYJG
0,金融发展研究,SDJR
0,金融纵横,JRZH
0,研究与发展管理,YJYF
